	word	SWN3	Nanger	Nanticipation	Ndisgust	Nfear	Njoy	Nnegative	Npositive	Nsadness	Nsurprise	Ntrust	AFINN	OPFIND
84421	melancholy	-0.5078125	0	0	0	0	0	1	0	1	0	0	-2	negative
84621	menace	-0.0625	1	0	0	1	0	1	0	0	0	0	-2	negative
84894	mercy	0.0546875	0	0	0	0	0	0	1	0	0	0	2	positive
84969	merry	0.40625	0	0	0	0	1	0	1	0	0	0	3	positive
85062	mess	-0.046875	0	0	1	0	0	1	0	0	0	0	-2	negative
86365	miracle	0.125	0	1	0	0	1	0	1	0	1	1	4	positive
86395	mirth	0.25	0	0	0	0	1	0	1	0	0	0	3	positive
86446	mischief	-0.6875	0	0	0	0	0	1	0	0	0	0	-1	negative
86480	miserable	-0.828125	1	0	1	0	0	1	0	1	0	0	-3	negative
86486	misery	-0.375	1	0	1	1	0	1	0	1	0	0	-2	negative
86528	misleading	-0.625	1	0	1	0	0	1	0	0	0	0	-3	negative
86572	misrepresentation	-0.3125	0	0	0	0	0	1	0	1	0	0	-2	negative
86575	miss	-0.0546875	0	0	0	0	0	0	0	0	0	0	-2	negative
86623	mistake	-0.1171875	0	0	0	0	0	1	0	1	0	0	-2	negative
86624	mistaken	-0.375	0	0	0	1	0	1	0	0	0	0	-2	negative
86655	misunderstand	-0.625	0	0	0	0	0	1	0	0	0	0	-2	negative
86656	misunderstanding	-0.375	1	0	0	0	0	1	0	1	0	0	-2	negative
86769	moan	-0.75	0	0	0	1	0	0	0	1	0	0	-2	negative
86821	mocking	-0.5	1	0	1	0	0	1	0	1	0	0	-2	negative
87520	moody	-0.078125	1	0	0	0	0	1	0	1	0	0	-1	negative
88166	mourn	-0.375	0	0	0	0	0	1	0	1	0	0	-2	negative
88169	mournful	-0.75	1	0	0	1	0	1	0	1	0	0	-2	negative
88691	murder	-0.4375	1	0	1	1	0	1	0	1	1	0	-2	negative
88702	murderous	0.5	1	0	1	1	0	1	0	1	1	0	-3	negative
89503	naive	0.21875	0	0	0	0	0	1	0	0	0	0	-2	negative
89787	nasty	-0.8125	1	0	1	1	0	1	0	1	0	0	-3	negative
90257	needy	-0.23275	0	0	0	0	0	1	0	0	0	0	-2	negative
90276	negative	-0.4456176758	0	0	0	0	0	1	0	1	0	0	-2	negative
90300	neglect	-0.0346679688	0	0	0	0	0	1	0	0	0	0	-2	negative
90302	neglected	-0.25	1	0	1	0	0	1	0	1	0	0	-2	negative
90587	nervous	-0.1484375	0	1	0	1	0	1	0	0	0	0	-2	negative
91544	noble	0.0078125	0	0	0	0	0	0	1	0	0	1	2	positive
92031	nonsense	0.09375	0	0	0	0	0	1	0	0	0	0	-2	negative
92705	numb	-0.421875	0	0	0	0	0	1	0	0	0	0	-1	negative
93097	obliterate	-0.1328125	1	0	0	1	0	1	0	1	0	0	-2	negative
93098	obliterated	-0.125	1	0	0	1	0	1	0	0	0	0	-2	negative
93109	obnoxious	-0.625	1	0	1	0	0	1	0	1	0	0	-3	negative
93120	obscene	-0.59375	0	0	1	0	0	1	0	0	0	0	-2	negative
93182	obstinate	-0.4375	0	0	0	0	0	1	0	0	0	0	-2	negative
93567	offend	-0.171875	1	0	1	0	0	1	0	0	0	0	-2	negative
94051	ominous	-0.625	0	1	0	1	0	1	0	0	0	0	3	negative
94634	opportunity	0.5	0	1	0	0	0	0	1	0	0	0	2	positive
94653	oppressive	0.125	1	0	1	1	0	1	0	1	0	0	-2	negative
94715	optimism	0.25	0	1	0	0	1	0	1	0	1	1	2	positive
95974	outcry	-0.09375	1	0	0	1	0	1	0	0	1	0	-2	negative
96064	outrage	-0.150390625	1	0	1	0	0	1	0	0	0	0	-3	negative
96110	outstanding	0.484375	0	0	0	0	1	1	1	0	0	0	5	positive
96333	overjoyed	-0.75	0	0	0	0	1	0	1	0	0	0	4	positive
96945	pain	-0.45703125	0	0	0	1	0	1	0	1	0	0	-2	negative
97388	panic	-0.109375	0	0	0	1	0	1	0	0	0	0	-3	negative
97851	pardon	0.0078125	0	0	0	0	0	0	1	0	0	0	2	positive
98356	passive	0.078125	0	0	0	0	0	1	0	0	0	0	-1	negative
98496	pathetic	-0.61475	0	0	1	0	0	1	0	1	0	0	-2	negative
98771	peace	0.0390625	0	1	0	0	1	0	1	0	0	1	2	positive
98789	peaceful	0.25	0	1	0	0	1	0	1	0	1	1	2	positive
99205	penalty	-0.296875	1	0	0	1	0	1	0	1	0	0	-2	negative
99610	perfect	0.1484375	0	1	0	0	1	0	1	0	0	1	3	positive
99699	peril	-0.3359375	0	1	0	1	0	1	0	1	0	0	-2	negative
99921	perplexed	-0.75	0	0	0	0	0	1	0	0	0	0	-2	negative
100132	pessimism	-0.1875	1	0	0	1	0	1	0	1	0	0	-2	negative
101328	picturesque	0.1875	0	0	0	0	1	0	1	0	0	0	2	positive
101978	pique	-0.21875	1	0	0	0	0	1	0	0	0	0	-2	negative
102161	pity	-0.765625	0	0	0	0	0	0	0	1	0	0	-2	negative
102662	playful	0.25	1	0	0	0	1	0	1	0	1	1	2	positive
102704	pleasant	0.625	0	1	0	0	1	0	1	0	1	1	3	positive
102712	pleased	-0.25	0	0	0	0	1	0	1	0	0	0	3	positive
103311	poison	-0.41015625	1	0	1	1	0	1	0	1	0	0	-2	negative
104030	popular	0.078125	0	0	0	0	0	0	0	0	0	0	3	positive
104672	poverty	-0.625	1	0	1	1	0	1	0	1	0	0	-1	negative
104765	powerful	0.1953125	1	1	1	1	1	0	1	0	0	1	2	positive
104769	powerless	-0.125	1	0	1	1	0	1	0	1	0	0	-2	negative
105263	prepared	0.3125	0	1	0	0	0	0	1	0	0	1	1	positive
105498	pretend	-0.0263671875	0	0	0	0	0	1	0	0	0	0	-1	negative
105530	pretty	-0.09375	0	1	0	0	1	0	1	0	0	1	1	positive
105873	prison	-0.0625	1	0	0	1	0	1	0	1	0	0	-2	negative
105935	privileged	-0.0625	0	0	0	0	1	0	1	0	0	1	2	positive
106244	progress	0.06640625	0	1	0	0	1	0	1	0	0	0	2	positive
106334	promise	-0.00390625	0	0	0	0	1	0	1	0	0	1	1	positive
106554	prosecute	-0.03125	1	0	0	1	0	1	0	1	0	0	-1	negative
106586	prospect	0.189453125	0	0	0	0	0	0	1	0	0	0	1	positive
106597	prosperous	0.578125	0	0	0	0	1	0	1	0	0	0	3	positive
106643	protect	-0.375	0	0	0	0	0	0	1	0	0	0	1	positive
106779	proud	0.4375	0	1	0	0	1	0	1	0	0	1	2	positive
107694	punitive	-0.25	1	0	0	1	0	1	0	1	0	0	-2	negative
108055	puzzled	-0.5	0	0	0	0	0	0	0	0	0	0	-2	negative
109195	rage	-0.154296875	1	0	0	0	0	1	0	0	0	0	-2	negative
109545	rant	0.125	0	0	0	0	0	0	0	0	0	0	-3	negative
109633	rapture	0.0625	0	1	0	0	1	0	1	0	0	0	2	positive
109667	rash	-0.171875	0	0	1	0	0	1	0	0	0	0	-2	negative
110307	reckless	-0.625	1	0	0	1	0	1	0	0	0	0	-2	negative
110353	recommend	0.3125	0	0	0	0	0	0	1	0	0	1	2	positive
111054	refuse	-0.017578125	0	0	0	0	0	1	0	0	0	0	-2	negative
111141	regret	-0.3984375	0	0	0	0	0	1	0	1	0	0	-2	negative
111270	reject	-0.0654296875	1	0	0	1	0	1	0	1	0	0	-1	negative
111277	rejoice	0.34375	0	1	0	0	1	0	1	0	1	1	4	positive
111280	rejoicing	-0.15625	0	1	0	0	1	0	1	0	1	0	4	positive
111337	relaxed	-0.625	0	0	0	0	0	0	0	0	0	0	2	positive
111456	remarkable	0.1875	0	0	0	0	1	0	1	0	1	1	2	positive
111510	remorse	-0.5	0	0	0	0	0	1	0	1	0	0	-2	negative
111950	rescue	0.28125	0	1	0	0	1	0	1	0	1	1	2	positive
111984	resentful	-0.875	1	0	0	0	0	1	0	0	0	0	-2	negative
112072	resolute	0.5	0	0	0	0	0	0	0	0	0	0	2	positive
112077	resolve	0.001953125	0	0	0	0	0	0	0	0	0	0	2	positive
112154	responsible	0.21875	0	0	0	0	0	0	1	0	0	1	2	positive
112158	responsive	0.15625	0	1	0	0	0	0	1	0	0	1	2	positive
112182	restful	0.375	0	0	0	0	0	0	1	0	0	0	2	positive
112214	restricted	-0.0625	0	0	0	0	0	0	0	0	0	0	-2	negative
112216	restriction	0.125	1	0	0	1	0	1	0	1	0	0	-2	negative
112277	retard	-0.0078125	0	0	1	1	0	1	0	1	0	0	-2	negative
112445	revenge	-0.375	1	1	0	1	0	1	0	0	1	0	-2	negative
112537	revive	0.015625	0	1	0	0	0	1	1	0	0	0	2	positive
112584	reward	0.20703125	0	1	0	0	1	0	1	0	1	1	2	positive
113053	ridiculous	0.21875	1	0	1	0	0	1	0	0	0	0	-3	negative
113202	rigorous	-0.0625	0	0	0	0	0	1	0	0	0	0	3	negative
113378	risk	-0.07421875	0	1	0	1	0	1	0	0	0	0	-2	negative
114735	ruin	-0.0254516602	0	0	0	1	0	1	0	1	0	0	-2	negative
115281	sadly	-0.5	0	0	0	0	0	1	0	1	0	0	-2	negative
115291	safe	0.0703125	0	0	0	0	1	0	1	0	0	1	1	positive
116840	scandalous	-0.5	1	0	0	0	0	1	0	0	0	0	-3	negative
116865	scapegoat	-0.375	1	0	0	1	0	1	0	0	0	0	-2	negative
116900	scare	0.0625	1	1	0	1	0	1	0	0	1	0	-2	negative
117367	scold	-0.3125	1	0	1	1	0	1	0	1	0	0	-2	negative
117444	scorn	-0.40625	1	0	0	0	0	1	0	0	0	0	-2	negative
118787	selfish	0.25	1	0	1	0	0	1	0	0	0	0	-3	negative
118790	selfishness	-0.625	0	0	0	0	0	1	0	0	0	0	-3	negative
119801	sexy	0.625	0	0	0	0	0	0	0	0	0	0	3	positive
119912	shaky	-0.1875	1	1	0	1	0	1	0	0	0	0	-2	negative
119940	shame	-0.521484375	0	0	1	1	0	1	0	1	0	0	-2	negative
119946	shameful	-0.4375	0	0	0	0	0	1	0	1	0	0	-2	negative
120481	shock	-0.0614624023	1	0	0	1	0	1	0	0	1	0	-2	negative
121005	sick	-0.1323242188	0	0	1	0	0	1	0	1	0	0	-2	negative
121256	significance	0.0625	0	0	0	0	0	0	0	0	0	0	1	positive
121257	significant	0.109375	0	0	0	0	0	0	0	0	0	0	1	positive
121382	silly	-0.2734375	0	0	0	0	1	1	0	0	0	0	-1	negative
121640	sincere	0.5	0	0	0	0	0	0	1	0	0	1	2	positive
121644	sincerity	0.28125	0	0	0	0	0	0	1	0	0	0	2	positive
121659	sinful	-0.5	1	0	1	1	0	1	0	1	0	0	-3	negative
122209	skepticism	0.3125	0	0	0	0	0	0	0	0	0	0	-2	negative
122875	sluggish	-0.09375	0	0	0	0	0	1	0	1	0	0	-2	negative
123015	smear	-0.326171875	0	0	0	0	0	0	0	0	0	0	-2	negative
123039	smile	0.03125	0	0	0	0	1	0	1	0	1	1	2	positive
123046	smiling	0.125	0	0	0	0	1	0	1	0	0	0	2	positive
123985	solid	0.0702695847	0	0	0	0	0	0	1	0	0	0	2	positive
124113	somber	-0.4375	0	0	0	0	0	1	0	1	0	0	-2	negative
124224	soothe	0.375	0	0	0	0	0	0	1	0	0	0	3	positive
124293	sore	-0.28125	1	0	0	0	0	1	0	1	0	0	-1	negative
124323	sorrow	-0.546875	0	0	0	1	0	1	0	1	0	0	-2	negative
124325	sorrowful	-0.75	0	0	0	0	0	1	0	1	0	0	-2	negative
124850	sparkle	0.109375	0	1	0	0	1	0	1	0	1	0	3	positive
125499	spirit	0.19140625	0	0	0	0	0	0	1	0	0	0	1	positive
125566	spiteful	-0.25	1	0	0	0	0	1	0	0	0	0	-2	negative
125610	splendid	0.6875	0	0	0	0	1	0	1	0	1	0	3	positive
126366	stab	-0.046875	1	0	0	1	0	1	0	1	1	0	-2	negative
126383	stable	0.015625	0	0	0	0	0	0	1	0	0	1	2	positive
126976	steadfast	0.375	0	0	0	0	0	0	1	0	0	1	2	positive
126994	steal	-0.2578125	1	0	0	1	0	1	0	1	0	0	-2	negative
127297	stereotype	-0.125	0	0	0	0	0	1	0	0	0	0	-2	negative
127918	straight	0.1245402098	0	0	0	0	0	0	0	0	0	0	1	positive
128231	stricken	-0.1875	0	0	0	0	0	0	0	1	0	0	-2	negative
128252	strike	-0.0058593955	1	0	0	0	0	1	0	0	0	0	-1	negative
128439	struggle	-0.0390625	1	0	0	1	0	1	0	1	0	0	-2	negative
128539	stunned	-0.3125	0	0	0	1	0	1	0	0	1	0	-2	positive
128561	stupid	-0.265625	0	0	0	0	0	1	0	0	0	0	-2	negative
129094	substantially	0.125	0	0	0	0	0	0	0	0	0	0	1	positive
129184	success	0.328125	0	1	0	0	1	0	1	0	0	0	2	positive
129185	successful	0.625	0	1	0	0	1	0	1	0	0	1	3	positive
129279	suffer	-0.162109375	0	0	0	0	0	1	0	0	0	0	-2	negative
129284	suffering	-0.71484375	0	0	1	1	0	1	0	1	0	0	-2	negative
129357	suicidal	-0.5	1	0	1	1	0	1	0	1	0	0	-2	negative
129440	sullen	-0.1875	1	0	0	0	0	1	0	1	0	0	-2	negative
129697	superb	0.875	0	0	0	0	0	0	1	0	0	0	5	positive
129770	superior	0.3147277832	0	0	0	0	0	0	1	0	0	0	2	positive
130185	suspect	-0.015625	0	0	0	1	0	1	0	0	0	0	-1	negative
130208	suspicious	-0.5625	1	1	0	0	0	1	0	0	0	0	-2	negative
130388	swear	0.046875	0	0	0	0	0	0	1	0	0	1	-2	negative
130446	sweet	0.1198387146	0	1	0	0	1	0	1	0	1	1	2	positive
130798	sympathetic	-0.10546875	0	0	0	1	1	0	1	1	0	1	2	negative
130810	sympathy	-0.125	0	0	0	0	0	0	1	1	0	0	2	negative
132812	tender	5.62667846679688E-005	0	0	0	0	1	0	1	0	0	1	2	positive
132905	tense	-0.03125	0	0	0	0	0	0	0	0	0	0	-2	negative
132915	tension	-0.140625	1	0	0	0	0	0	0	0	0	0	-1	negative
133074	terrible	-0.46875	1	0	1	1	0	1	0	1	0	0	-3	negative
133076	terribly	0.1875	0	0	0	0	0	0	0	1	0	0	-3	negative
133080	terrific	0.21875	0	0	0	0	0	0	0	1	0	0	4	positive
133100	terror	-0.078125	0	0	0	1	0	1	0	0	0	0	-3	negative
133114	terrorize	0.0625	1	0	0	1	0	1	0	1	0	0	-3	negative
133393	thankful	0.25	0	0	0	0	1	0	1	0	0	0	2	positive
134073	thorny	-0.625	0	0	0	1	0	1	0	0	0	0	-2	negative
134100	thoughtful	0.515625	0	0	0	0	0	0	1	0	0	1	2	positive
134103	thoughtless	0.0625	1	0	1	0	0	1	0	0	0	0	-2	negative
134139	threat	-0.140625	1	0	0	1	0	1	0	0	0	0	-2	negative
134140	threaten	-0.1875	1	1	0	1	0	1	0	0	0	0	-2	negative
134143	threatening	-0.375	1	0	1	1	0	1	0	0	0	0	-2	negative
134808	timid	0.21875	0	0	0	1	0	1	0	1	0	0	-2	negative
134961	tired	-0.0625	0	0	0	0	0	1	0	0	0	0	-2	negative
135291	tolerant	0.203125	0	0	0	0	0	0	1	0	0	0	2	positive
135530	top	-3.814697265625E-006	0	1	0	0	0	0	1	0	0	1	2	positive
135713	torture	0.06640625	1	1	1	1	0	1	0	1	0	0	-4	negative
136139	tragedy	-0.4375	0	0	0	1	0	1	0	1	0	0	-2	negative
136147	tragic	-0.375	0	0	0	0	0	1	0	0	0	0	-2	negative
136239	tranquil	0.0625	0	0	0	0	1	0	1	0	0	0	2	positive
136536	traumatic	-0.4375	1	0	0	1	0	1	0	1	0	0	-3	negative
136598	travesty	0.0625	0	0	1	1	0	1	0	1	0	0	-2	negative
136622	treason	0.125	1	0	1	1	0	1	0	0	1	0	-3	negative
136627	treasure	0.03125	0	1	0	0	1	0	1	0	0	1	2	positive
136963	trickery	-0.125	1	0	1	1	0	1	0	1	1	0	-2	negative
137229	triumph	0.34375	0	1	0	0	1	0	1	0	0	0	4	positive
137232	triumphant	-0.25	0	1	0	0	1	0	1	0	0	1	4	positive
137428	true	0.1068954468	0	0	0	0	1	0	1	0	0	1	2	positive
137537	trust	0.2337036133	0	0	0	0	0	0	0	0	0	1	1	positive
138530	ugly	-0.625	0	0	1	0	0	1	0	0	0	0	-3	negative
138730	unacceptable	-0.15625	0	0	0	0	0	1	0	1	0	0	-2	negative
138912	unbelievable	-0.25	0	0	0	0	0	1	0	0	0	0	-1	negative
138925	unbiased	-0.1875	0	0	0	0	0	0	1	0	0	0	2	positive
138997	uncertain	-0.21875	1	0	1	1	0	1	0	0	1	0	-1	negative
139082	uncomfortable	-0.6875	0	0	0	0	0	1	0	0	0	0	-2	negative
139124	unconfirmed	-0.625	0	0	0	0	0	0	0	0	0	0	-1	negative
139232	undecided	-0.34375	0	1	0	1	0	1	0	0	0	0	-1	negative
139313	underestimate	-0.21875	0	0	0	0	0	0	0	0	1	0	-1	negative
139445	undesirable	-0.5	1	0	1	1	0	1	0	1	0	0	-2	negative
139550	uneasy	-0.5390625	0	0	1	1	0	1	0	0	0	0	-2	negative
139600	unequal	-0.375	1	0	1	1	0	1	0	1	0	0	-1	negative
139771	unfulfilled	-0.5	1	1	0	0	0	1	0	1	1	0	-2	negative
139840	unhappy	-0.71875	1	0	1	0	0	1	0	1	0	0	-2	negative
139853	unhealthy	-0.4375	0	0	1	1	0	1	0	1	0	0	-2	negative
140194	unjust	-0.34375	1	0	0	0	0	1	0	0	0	0	-2	negative
140830	unsettled	-0.109375	1	0	1	1	0	1	0	0	0	0	-1	negative
140897	unsophisticated	-0.25	0	0	0	0	0	1	0	0	0	0	-2	negative
140927	unstable	-0.2734375	0	0	0	1	0	1	0	0	1	0	-2	negative
140986	unsupported	-0.625	0	0	0	0	0	1	0	0	0	0	-2	negative
141232	unworthy	-0.15625	0	0	1	0	0	1	0	0	0	0	-2	negative
141377	upset	-0.0585803986	1	0	0	0	0	1	0	1	0	0	-2	negative
141664	usefulness	0.25	0	0	0	0	0	0	1	0	0	0	2	positive
141665	useless	-0.5	0	0	0	0	0	1	0	0	0	0	-2	negative
143172	vicious	-0.140625	1	0	1	0	0	1	0	0	0	0	-2	negative
143288	vigilant	0.375	0	0	0	1	0	0	1	0	0	1	3	positive
143455	violent	-0.0234375	1	0	1	1	0	1	0	0	1	0	-3	negative
143598	virtuous	0.5625	0	0	0	0	1	0	1	0	0	1	2	positive
143672	visionary	-0.125	0	1	0	0	1	0	1	0	0	1	3	positive
143745	vitality	0.390625	0	0	0	0	1	0	1	0	0	1	3	positive
143823	vivacious	0.625	0	0	0	0	1	0	1	0	0	0	3	positive
144151	vulnerable	0.03125	0	0	0	0	0	0	0	0	0	0	-2	positive
144499	war	-0.015625	0	0	0	1	0	1	0	0	0	0	-2	negative
144595	warning	-0.140625	0	0	0	1	0	0	0	0	0	0	-3	negative
144707	waste	0.045791626	0	0	1	0	0	1	0	0	0	0	-1	negative
145125	weakness	-0.0625	0	0	0	0	0	1	0	0	0	0	-2	negative
145132	wealthy	-0.25	0	0	0	0	0	0	0	0	0	0	2	positive
145173	weary	0.15625	0	0	0	0	0	1	0	1	0	0	-2	negative
145317	weep	-0.75	0	0	0	0	0	1	0	1	0	0	-2	negative
145370	weird	-0.0625	0	0	1	0	0	1	0	0	0	0	-2	negative
146308	wicked	-0.3671875	0	0	0	1	0	1	0	0	0	0	-2	negative
146723	willingness	0.125	0	0	0	0	0	0	1	0	0	0	2	positive
147221	woeful	-0.8125	0	0	0	0	0	1	0	1	0	0	-3	negative
147309	wonderful	0.75	0	0	0	0	1	0	1	0	1	1	4	positive
147328	woo	0.1875	0	0	0	0	0	0	0	0	0	0	3	positive
147741	worn	-0.5625	0	0	0	0	0	1	0	1	0	0	-1	negative
147745	worried	-0.8125	0	0	0	0	0	1	0	1	0	0	-3	negative
147751	worry	0.1318359375	0	1	0	1	0	1	0	1	0	0	-3	negative
147752	worrying	-0.21875	0	1	0	1	0	1	0	1	0	0	-3	negative
147755	worse	0.014	0	0	0	1	0	1	0	1	0	0	-3	negative
147758	worsening	-0.125	0	0	1	0	0	1	0	1	0	0	-3	negative
147772	worth	0.109375	0	0	0	0	0	0	1	0	0	0	2	positive
147782	worthy	0.640625	0	0	0	0	0	0	1	0	0	1	2	positive
147823	wreck	-0.34375	1	0	1	1	0	1	0	1	1	0	-2	negative
147936	wrong	-0.4898071289	0	0	0	0	0	1	0	0	0	0	-2	negative
